764|2
765|2
766|2
767|2
768|2
770|3
771|3
773|3
774|1
775|1
777|2
780|2
781|1
782|1
783|2
784|4
785|1
786|2
790|2
791|1
792|2
793|2
794|2
795|2
799|2
801|1
802|1
805|1
806|1
808|2
809|2
812|3
813|3
814|1
815|4
816|3
817|3
818|5
819|3
820|2
821|4
822|1
823|2
824|1
825|1
826|3
827|2
828|1
830|3
831|2
833|1
834|2
835|1
836|2
838|1
839|1
840|3
842|1
843|3
845|1
846|2
847|1
848|2
849|2
850|2
852|1
857|2
858|1
860|1
861|2
863|1
865|4
866|3
867|3
868|4
870|1
871|1
873|1
875|1
876|1
877|2
878|1
880|1
881|2
882|1
883|2
885|1
887|1
892|2
893|3
895|1
897|1
898|1
901|1
903|1
904|2
905|3
907|3
908|2
909|2
910|2
914|2
915|1
917|1
919|2
921|2
922|2
923|2
925|1
927|1
928|1
930|1
931|2
932|1
933|3
936|3
937|3
938|1
939|1
941|1
942|1
944|1
945|1
946|1
947|5
948|3
950|2
951|1
952|5
953|2
955|2
960|3
961|2
962|1
964|2
965|2
966|2
968|1
970|1
971|4
973|3
974|3
976|1
977|5
978|1
979|1
980|1
981|1
982|1
983|4
984|1
985|2
986|3
988|2
989|1
991|1
992|1
993|1
997|2
998|2
999|2
100|1
101|1
102|2
105|1
106|1
107|1
109|2
111|1
112|4
113|2
114|1
117|3
118|2
119|1
120|3
121|1
122|1
123|1
124|1
125|1
126|2
127|1
131|4
133|1
135|2
136|3
137|1
138|2
139|2
140|1
141|1
142|1
143|1
144|1
146|1
148|2
149|1
150|4
151|4
152|1
153|2
154|4
155|1
156|2
158|2
159|1
160|2
161|3
162|2
163|2
164|2
165|4
166|1
167|2
168|3
169|1
170|3
171|1
173|1
174|2
175|3
177|2
178|3
179|1
182|1
183|1
184|1
185|3
186|2
187|2
188|2
190|3
191|3
194|2
196|2
198|2
199|1
200|1
201|1
202|1
203|1
204|4
205|4
206|2
207|2
208|3
209|1
210|1
213|2
215|2
216|3
218|2
219|1
221|1
223|2
226|1
227|3
228|1
229|1
230|2
231|2
232|1
233|2
234|1
236|2
239|1
240|2
243|2
245|3
246|1
247|2
248|3
249|1
251|2
252|2
253|1
254|1
255|3
256|1
258|3
259|1
263|4
265|1
266|2
267|1
268|2
269|2
270|1
271|1
272|2
273|2
274|3
275|1
276|1
278|2
279|1
280|2
281|1
283|1
284|2
285|3
288|1
290|2
291|1
292|1
293|1
294|1
295|3
299|1
300|3
301|2
302|2
304|2
305|3
306|2
308|1
309|1
310|2
312|1
313|1
314|2
317|2
549|1
550|6
551|1
552|1
553|1
554|1
555|1
556|2
559|2
561|3
563|3
565|4
566|1
567|2
568|3
571|1
574|3
575|1
576|1
577|2
581|2
583|1
584|2
585|1
586|3
587|1
588|1
589|1
590|2
591|1
593|1
594|2
595|1
597|1
598|1
599|1
600|1
602|1
603|6
604|1
606|1
607|1
608|2
609|2
610|1
611|1
612|1
613|3
614|1
615|1
616|3
617|2
618|3
620|3
621|2
623|1
624|3
626|4
628|3
629|2
630|2
631|1
632|3
633|2
638|2
639|1
640|3
642|2
643|3
644|1
648|2
649|2
650|1
651|5
654|3
657|2
660|2
661|1
662|2
663|3
664|1
665|2
666|2
667|1
668|3
669|1
671|3
673|2
676|1
677|1
682|1
683|2
684|1
685|2
686|1
687|3
688|3
689|3
690|3
691|2
692|1
694|1
695|2
696|2
697|2
698|1
699|1
700|5
701|4
702|2
703|3
704|4
705|1
708|2
709|1
710|2
711|1
712|1
713|2
714|4
715|3
717|1
718|1
719|1
720|1
721|3
722|1
723|1
724|2
725|1
726|4
727|3
728|1
729|3
730|2
732|3
733|1
735|1
736|1
737|3
738|1
739|2
740|2
741|2
742|2
743|1
745|1
746|2
747|1
748|1
751|2
752|1
753|2
755|2
756|2
757|2
759|5
760|2
761|2
762|2
763|4
318|1
319|1
320|1
322|4
323|2
324|3
325|1
326|1
327|1
329|1
334|2
335|5
336|2
337|1
338|2
341|1
342|1
343|1
344|1
345|1
346|2
348|2
349|1
350|1
354|1
356|1
357|2
358|1
359|2
360|1
361|2
362|1
363|1
364|1
365|1
367|1
370|5
371|4
372|1
373|1
374|1
375|2
377|2
378|2
381|2
382|1
383|1
385|1
386|1
388|1
390|2
392|1
394|4
396|3
397|2
398|1
399|1
400|2
404|3
405|3
406|2
407|3
408|1
409|1
411|1
412|3
413|1
415|1
418|2
419|1
421|2
422|2
424|1
425|1
426|1
427|1
428|3
429|2
433|1
434|3
435|4
436|1
437|1
440|1
441|1
442|3
443|3
444|3
445|2
446|2
447|3
448|2
450|4
451|1
452|2
453|1
455|1
456|2
457|1
458|2
459|2
460|2
461|1
462|2
463|1
464|5
468|1
470|2
472|2
473|1
475|2
476|2
477|3
479|1
480|1
481|1
482|3
483|1
486|2
487|2
488|1
489|2
491|1
492|1
493|1
494|2
495|1
496|3
497|4
498|3
499|2
501|2
502|4
503|2
506|1
507|1
508|1
509|1
510|2
512|4
515|2
516|2
518|3
519|1
520|2
521|3
522|2
523|1
524|2
528|2
529|1
530|3
531|3
532|1
536|1
537|3
538|1
539|3
542|3
544|2
545|1
546|2
